usuario,seguidores,seguidos,tweets,retweets
CODESPA,6863,1173,0,2
Carlos_Steven1o,77,83,0,1
soleconomia,356,556,0,1
VirginiaMarco_,679,1304,1,0
FrankOlivaresV,2490,1822,0,1
Josefin33581001,15,278,0,1
jor_esc,3165,630,0,1
cdevalor,6142,5831,1,1
aaangelito,1009,684,0,2
BiobancoLaFe,446,829,0,1
937908Mcm,4292,5001,0,4
MujeresTech,6323,1677,0,2
MontseMoliner1,1822,1318,2,0
Villasana10,1471,1002,0,1
EmbaMexChi,5190,929,1,0
Silvina_ff,60,274,0,1
ONUMujeresMX,59252,1407,4,1
Masuleque,306,360,0,1
raisabanfield,68013,726,1,0
informa,5569,3999,1,0
ETSIC_UPM,4754,542,0,1
AFD_es,9089,270,1,0
peter_ohs,759,2166,0,2
Coushari,317,2757,0,1
SebastienTreyer,316,204,0,1
GalaSoilapolla,680,2006,0,1
pocholo693,160,316,0,1
CienciasUAM,1542,531,0,1
SINNPLE_consult,653,265,1,0
ToyiVictoria,49,68,0,1
manuel_area,10042,1693,0,1
claudinanovelo,159,568,0,1
PPpuertollano,589,573,0,1
AlidaSpadafora,9048,840,0,1
Ady55Duarte,1259,561,0,1
milrizos,69,180,0,1
Geluchy,57,110,0,1
rubenmarti72,125,836,0,1
Jorge_Candals,253,242,0,2
juanosps,373,1371,0,2
ElDia_RD,29831,1595,1,0
pato_salinas,1639,3520,0,1
jaramilloanama,681,907,0,1
delhytejero,18,35,0,1
sandramanyaok,106,600,0,1
QMBManuelMontt,116,274,0,1
Guevara_OmarE,257,491,0,1
c_salazartorres,240,577,0,1
MacuspanaMorena,411,641,0,1
igualtatUPC,1132,606,0,1
TrainorNoel,4649,282,0,2
ViceInterCUT,495,377,1,4
colegios_fmmdp,540,137,0,1
CarittoRolita,123,538,0,1
OscarGiannotti,270,566,0,1
SantoTomas_ST,17438,6293,0,2
azuc76,98,251,0,1
EstelaGuRo,381,1003,2,1
PalacioMineria,22612,1142,0,2
MaribelVerdeg,769,490,0,1
argenislugor,360,1076,1,0
raquelrabanal,172,523,3,2
gemvent,881,1843,0,1
lomolapalma,4306,4960,0,4
JuventudUSO,1003,1206,0,1
bearyedith,78,520,0,1
GlaciarBlue,1647,810,0,1
Imolman,1318,598,0,1
ORI_UCO,553,349,1,0
wbcsd,33161,819,0,2
Karolinitapp,303,473,0,1
OelzMartin,625,529,1,0
Ivonneroju,50,196,0,1
ConsEspQuito,2967,165,0,1
marielauberti,351,355,0,1
pcorreafon,303,880,0,1
stepienybarno,18057,1018,0,1
PRISMAB_SEN,1194,4970,0,2
SomosSANNAS,2207,647,0,3
anaelissoto,12,175,0,1
MIVIOT,31983,2060,0,5
AnaSoto_Bvo,955,633,0,1
IS_PSOE_SEVILLA,244,447,0,1
UCAM_Cartagena,1501,1483,0,1
burgunitedarmy,365,258,0,1
dirplancoplade,200,121,0,1
fpm_Francisco,328,291,0,2
maria_melero,134,170,0,1
Claudia42629338,55,783,0,1
ESF_esp,1034,430,1,0
leonormenezes,208,448,0,1
romeroabreu,6904,1927,1,0
GabSocialPy,20574,1390,0,2
educacionib,1920,502,0,4
laugilpe,152,172,0,2
Cosplay_Mex,128,417,0,1
ramdrn,30,309,0,7
ElviraSivelo,5215,5845,0,2
cetysuni,6325,1447,0,1
FedericoBoteroj,1108,2302,0,3
ConnieNalegach,338,429,0,1
HospitalidadSJD,671,777,0,1
epilogo_prologo,420,637,0,1
MiguelSnaker,103,82,0,1
wearewater,8330,6661,2,2
VICOP_PLGijon,284,1551,0,1
MayRiquelme,161,389,0,1
nonocoach_jose,595,1595,0,1
CruzRojaMadrid,12625,1267,4,0
PSOEsostenible,5285,2605,0,1
BonillaRCV,155,253,0,1
presidenteCAFM,1866,883,1,0
stonesoupchat,944,1007,0,1
PilarM5,1023,2304,0,1
JJ_Guz,556,4999,0,1
jgarciaespil,335,238,0,1
C_Mol10,64,225,0,1
yaniremaria,396,835,0,1
REactiveConsult,217,245,1,0
INDESConsultor1,38,336,0,3
BOMBER552,439,207,0,1
Arturolarena,8846,3328,1,1
KybernusQrooNte,179,383,1,0
acevedomelisa,34,262,0,1
MarianaNiembro_,5722,6198,0,1
XHSB,84,102,0,3
BBVAMomentum,5758,1419,0,2
SaintGobainES,1737,1167,1,0
GonzaQuilodran,7766,3650,2,0
NuevaSociedadCo,1470,1923,0,1
CRJ_CAM,1296,289,1,0
evillegas11,245,611,0,1
jaumecollboni,20596,4807,1,1
Segundo_Mundo,406,404,1,0
andrew_calzada,63,319,0,1
LunaValienteRD,4322,4125,0,1
AngelaPotencia1,4,23,0,2
NewsNeus,5525,3161,1,2
maggietamg,219,308,0,1
vixtor_89,42,205,0,1
Guillermo_VMA,1323,1277,0,1
RafaelFreyre,3889,3802,2,0
Iselene24,407,1498,0,1
naranjamed7,798,810,1,0
MCarmenGC1,706,656,0,1
CEPES2,4392,1103,4,2
ellarodriguez1,31,55,0,1
RogelioGzaUANL,8712,205,1,0
Rs104Rs,954,800,0,2
divulgacionib,5646,1550,0,4
FronteraEnergy,84431,83,2,0
ChonTejedor,457,242,0,1
a_melgratti,489,289,0,1
juanm_lafora,144,763,0,1
mariaagamboa1,42,136,0,1
mmespasa,1553,2136,0,1
camaratenerife,14740,1273,0,1
AntonioMolinaD,1726,4359,0,1
EstrellaParra18,297,475,0,1
martinifer11,55,93,0,1
escolastiri,509,788,1,0
Jose_A_Cuenca,128,481,0,1
panaparla,16,185,0,1
VVictorianton,261,664,0,1
entreculturas14,168,175,0,1
RafaelPeaHerra1,14,39,0,1
JuarezNissi09,189,277,0,1
raquelmoraforta,1797,1302,0,1
AsocAgoran,404,468,0,1
Ponyllop,22,58,0,1
MarthaEMarquez,240,789,0,1
karinaramon18,81,391,0,1
KIM_Ishtam,208,193,0,1
RMauricioValdes,386,192,0,1
Hablotalcual,63,16,0,1
Estribi55,1298,1407,0,1
alrosasc,1139,1445,0,1
carlosrsierra,2987,4845,0,1
PNUDPanama,8113,1068,4,0
elirabelo,2361,2742,2,0
OIMColombia,42554,1446,1,0
INNOLID,7506,693,1,0
paleartico,3970,1562,0,1
fredycardenas,3171,2011,1,0
CEUCYL,1044,1043,0,2
SimarroEugenia,106,266,0,1
DGsociales,117,254,0,2
acciones_unidas,91,360,0,1
Felipecatr,695,303,0,4
InjuveSpain,27036,807,6,1
LupitaGlezSi,1984,701,0,1
peligroextincio,74,114,0,1
Jc_42K,1085,2987,0,1
MartaRaPa,47,70,1,0
estrodju,105,337,0,1
Decaeloveniet,106,153,0,1
MarielaMosquer1,98,225,0,1
ApoyoPenalosa,114,216,0,1
OngInteRed,3885,1093,1,1
GRADEPeru,11464,580,1,3
zarrapia33,442,550,0,1
DanNoyesno,71,121,0,1
isabelsg89,698,1264,0,1
MichelleJohari,92,221,0,1
noemkr,610,939,0,1
felgovi,399,3395,0,1
pladefacc,1145,1301,0,3
TimeTimmygarcia,1073,1905,1,0
GEM_SA,85,979,0,1
christchavez86,153,412,0,1
altagracialfaro,509,654,0,1
Maros_Gari,803,740,0,1
AnaSainzMartin,933,276,0,2
REDestatalAPS,654,125,1,2
HJamurielmoreno,474,453,0,2
arodrigofalcon,1020,1015,1,0
LetrasUM,448,58,0,1
LaudatoSEK,211,153,0,1
Miki674,100,175,0,1
Reyes_AmaMori,1710,2151,0,4
onghmasdrd,42,167,0,1
AdsDulantoScott,2637,3166,0,15
CircuitoGlobo,216,278,0,1
FaculEDUAM,1745,1034,0,1
belmotilla,1908,4141,0,1
IFPedestrians,4299,4996,0,6
miryamespana,368,475,0,4
josesildavia,2,2,0,1
GlobalDSDR,3015,717,0,1
Aktibatu_GAP,158,471,2,0
GGuerrel,626,1285,0,2
INAFED_Mx,4441,400,7,0
felipepalau,3893,1248,1,0
yovannablanco,1592,1231,0,1
SearaMonica,2219,2814,0,4
LauraenSociedad,1371,1362,0,1
fjmartosm,504,337,0,1
DoritaMoyo,75,72,0,1
mercedesruizl,147,188,0,1
Concha81,198,750,0,1
Laeliipunt,50,202,0,1
jcgenriquez,136,151,0,1
jcrisen,1426,2576,0,7
lumifekg,261,1223,0,1
ASEnergia,275,316,2,0
MDE_udesa,624,472,0,1
marcocorread,73,191,0,1
SergioAlvarezA4,3807,2277,0,1
PiedraJennifer,39,44,0,2
albrios,2604,2560,0,1
Lucimc9,504,744,0,1
chrisRive97,90,321,1,0
_CMOl,250,450,0,1
UNESCOgt,2420,260,1,0
manuel_beitia,217,348,0,1
abecapriles,22477,17972,0,1
aepumayores,182,223,0,1
CoopAmericas,2209,494,1,1
pargelGB,257,778,0,1
GMachad43567414,214,138,0,1
ProyectoEnersi,46,69,0,1
ObserTran,2803,3130,0,1
FAquae,21304,1239,1,0
ManpowerGroupES,36974,851,0,1
jesusmsaiz,1332,868,0,3
unesco_iesalc,12044,922,1,0
EuskalValley,3216,914,1,0
jacastellanosl,1047,1000,0,2
marianagiachino,2770,1305,0,1
eduardopinosv,405,371,0,1
ABCRadioMexico,2683,161,0,1
ICareAC,2,3,0,1
cconlospulmones,1184,501,0,1
aleirreverente,4178,4832,0,3
gomezivo,1208,2892,0,1
aqualia,4014,434,2,2
InnovacionOT,1109,863,0,1
EntornoLM,271,493,0,1
alecontrerascl,1981,1989,0,3
sabiaymayor,128,220,0,1
Ern_Martinni,5,17,0,1
eellogic,771,2016,0,1
LuciMndez,361,634,0,1
Albaladm,630,168,0,1
FundacionCanal,79021,879,1,0
MiguelSalvo6,2,20,0,1
stefarevalo1,23,70,0,1
MartaAnglada,674,2036,0,2
Laura_Mldo,50,479,0,1
OITAmericas,17636,224,0,4
Notaria41EdoMex,453,1297,0,3
Vicka_Tapia,1114,2348,0,2
pilarcabrera67,3873,4135,0,2
nanoxie,76,274,0,1
solucionesong,19242,1029,1,0
melvinprd,57,294,0,1
rojaperla,1346,2758,0,2
Ibercooperacion,411,212,0,1
AlvaroRDuarte,227,589,0,1
hospihonda,30,120,0,1
jsantiagozumba,20,61,0,1
expansioncom,717414,284,1,0
aleavilaguillen,1905,2787,1,0
esiuclm,1166,545,1,0
evelyn_aguas,515,2160,0,1
PSOECabTfe,1151,689,0,2
atorresalva,1578,422,0,1
ANGELICA_MIGRA,56,136,0,1
alpuersal,200,288,0,1
jmariogomez23,47,126,0,1
Hipocrates_XXI,561,1602,0,1
CELlogistica,6549,666,0,1
Jcgaryon,570,1216,0,1
CalaFoundation,4081,619,1,0
lida30,94,831,0,1
CruzRojaMostole,1661,756,2,0
HuascarPena,172,346,0,1
MedAmbienteSIG,549,1160,0,1
LDAC_eu,1657,1112,0,1
sindicatobech,3256,1283,0,1
YolitasolisTore,31,467,0,1
golzalezpablo,153,425,0,1
jbeirak,4911,1416,0,1
Ekamajoris,635,1646,0,3
Rosbalas,666,574,0,1
schallierw,1121,3374,1,2
librevioleta,385,296,0,1
PN_Guadarrama,4164,122,0,1
angebarranc,29,64,0,2
lalorafranco,208,1418,0,1
Carlosfcisneros,688,1935,0,1
stella_franco33,1376,2883,0,1
Sissi_93,99,67,0,1
Bren_Mireles,376,1161,0,2
JustoAbel5,41,149,0,1
EmbEspanaLituan,1757,74,3,0
Anita24915499,63,107,0,1
Merinotorilolga,39,142,0,1
EmiliaSPB,2421,3539,0,2
MIDEPLAN_CR,4385,254,0,1
JMarcialRodri,2191,1368,0,3
czaldumbide,879,1054,3,0
unicef_es,268405,25896,0,1
ElMorata40,161,820,0,1
LTorresFdez,176,201,0,1
ItzeeSanTorres,150,730,0,1
gut_alejandro,63,474,0,1
agenciaefe,6282,185,0,1
ESADEAlumni,17576,11211,0,1
pkarrillo,222,739,0,1
Olga_Fuentes,936,320,0,1
SemecofinUnam,169,134,0,1
FDIfundacion,3819,2572,0,2
oscarfuente,5685,3666,0,1
MaestrazgoEsdi,251,388,0,1
SanchezLJacobo,3792,3325,0,1
martamuelas,818,1347,6,4
albertotobio,390,2197,0,1
JulianBrus20,146,256,0,2
SANDaliasonora,525,863,0,1
marlowphilippe,1063,1028,0,1
alvarorodilla,1607,3265,0,1
FaPUR16_20,979,1208,1,0
Jhaky09,53,114,0,1
MilanPty,1939,2735,0,2
riberacasals,294,1700,0,1
Economorsista,490,986,0,1
DYSENFERY,48,157,0,1
VolyEstrategia,862,481,14,16
PSOESanJeronimo,1477,1326,0,1
AStasi18,232,646,1,10
purrutia21,697,1290,0,2
Nazaretpaez11,5,88,0,1
alexandre_sgroi,1000,5020,0,1
Cucaxx,2081,1262,0,2
riojaelibre,459,648,0,1
acreditra,2586,1583,0,1
RocioVergaraCh,469,1238,1,1
javierm86,191,396,0,1
antonelanunez,486,495,1,0
david4soler,828,784,1,0
AsocDIRSE,6393,694,2,0
lidiaucher,8262,9081,0,1
aqua_vall,1337,475,5,8
_GMSchultz,681,763,0,1
DrOmarManrquez1,41,59,0,1
DavidGroisman,2928,3860,1,0
plemonche,2412,1142,1,1
AdviceRRHH,4749,212,0,1
EcuadorForestal,702,582,0,1
axel75ox,446,522,0,1
poblado_verde,443,1010,0,1
CRECarinena,253,138,3,0
ENAMIEP,7160,462,0,1
EquoArganda,431,225,0,2
aodenicholls,7256,1674,0,1
UNODCColombia,2574,433,1,0
sas_usal,1337,233,2,0
jcarrascosierra,1042,577,0,2
Felouo,132,653,0,1
Txaro88896102,4,24,0,1
teacherguimar,248,751,0,1
EstadoIgualdad,3967,305,0,1
checiro,581,828,0,7
rnpn_sv,4328,324,0,2
luisbrealj,54,204,0,1
Peioss,254,554,0,1
JonathanPineros,1704,3276,0,1
hclementegimeno,275,360,0,1
ideyared,685,688,0,1
saularellano,12589,949,0,1
LFdez_Palacios,653,468,0,1
huhuzgz,33204,19302,0,1
RoVeBKS,47,130,0,2
LeonMolina,1337,1698,0,4
RicardoFabian_,737,1057,0,1
Jamabeya,25,94,0,1
Eco_Latinos,150,154,0,1
Akhiles20040620,127,803,0,1
jealvarez,635,819,0,1
CCO_GobOax,5521,421,0,2
dianova_es,2045,1289,1,0
SogobaSouleyman,772,2479,0,1
ninamoreno2,3566,2444,0,1
somosduerodouro,654,354,0,2
NirzaMarina,70,116,0,1
Aragarciarico,4742,3632,0,1
inspiractionorg,15175,6174,0,1
GraciaJacome,198,158,0,1
Seg_Publica_Ind,1660,270,0,1
paulavaello,150,494,0,1
CarlosLLV,813,1836,1,0
LaraLin78,1951,1184,0,1
rodrilastreto,756,944,0,1
barucor,177,276,0,1
76_amolina,26,145,0,1
bombis720,445,507,0,1
Veromarto,1792,2927,0,1
BeatrizAldama1,45,85,0,1
PriTeseira,1042,1221,3,1
Julianpra1A,44,75,1,0
RoberthGrande,134,289,1,0
silvia_ka,22,52,0,1
movistar_cr,68087,3746,1,0
JLfundacion,490,382,1,0
bioESOsfera,858,524,0,1
tibehtblanco,863,1052,0,1
HTDMACHALA,3996,943,0,1
flOOr_RC,358,1101,0,2
silviasalgadoan,4418,1848,0,1
MartinPiaggio,1144,186,0,1
ECCIR_,503,701,0,1
PowerCaballero,1663,1847,0,5
RicardoDuenasEC,532,40,3,0
HarryGonzalez,6119,3819,0,1
Isabelssouza,573,1120,0,12
jpaulis2005,86,162,0,1
pazydesarrollo,2885,485,0,1
ThanosSv,577,218,0,1
gynaji,1017,1920,2,0
lacronica_gu,4202,575,0,1
GlobalLF,26602,3184,0,1
Gompletw,35,248,0,1
tomdiazmar,1291,350,0,1
manuelagn,130,94,0,1
SustentableGABE,34,59,0,1
ms_mejor,3219,3254,0,1
chuli_sarasola,667,1932,0,1
JosePerLo,140362,59218,0,8
Crleganes,1419,1895,1,0
HelpAgeLA,766,445,2,0
nelsonqm,339,1436,0,1
EqualityCol,586,1103,0,1
freed4Catalonia,15256,1098,0,1
EFEMexico,2858,1009,0,1
Isturformacion,3530,3167,0,1
rucesg,229,100,0,1
ANDORRA_Spain,347,159,0,1
Psoe1879,144,892,0,1
noeliam2,1836,3212,0,1
cenicaucho,113,125,0,1
lacriticamelind,32,248,0,1
Beatriccedante,512,579,0,1
Adolfo_Borrero,872,707,1,3
aramirezSyM,2050,503,0,3
b_eleticia,7,8,0,1
matejcre,223,42,0,9
Felipeuds_esp,20,17,0,1
tetelorenzo,54,175,0,3
EstherMVZ,1444,5000,0,1
danisanchez1972,30,36,0,1
edisonr40762141,27,135,0,1
GenaroAndoain,931,2090,0,1
agusgonzalezc,395,341,1,0
BuenanoVioleta,53,276,0,1
FotosHoy,449,179,0,1
andygarciape,2632,1925,1,0
UNICEFRD,10163,373,8,0
oficinaverde,986,547,3,0
salhaj,1364,5171,0,7
rodriguezluz_,7421,1392,0,1
JrMasca,1955,4386,0,1
Alosaurio,889,1130,0,1
andrea_sangu,432,807,0,1
meliicruz4,138,762,0,1
mujerestds,2637,4999,0,2
Biancamireyabel,394,1081,0,1
longgreencat,340,370,0,1
OxfamIntermon,83629,2297,0,2
ciro_nino,316,1221,0,1
diariolibresv,794,506,1,0
yuliocesar_hl,99,363,0,1
MisionGinebra,1717,586,2,4
jbgoikoetxea,1247,1662,2,0
MaiteTocino,57,61,0,4
marianitica,598,1469,0,1
liche6,171,50,0,1
Ecologing,2546,1984,0,1
Cuena_Vilches,983,847,1,0
magupalacios,214,573,0,1
aliciapgimenez,139,95,0,1
lamariajodemora,150,361,1,0
MimiFer5012,153,86,0,2
JulianitaSack,231,1301,1,0
ProyectosAmbing,247,1638,2,2
geovannymunoz,444,772,0,1
Sonyliz17,47,378,0,1
elpais_fem,17124,145,1,0
joseluis_jlsv,409,611,0,1
josenorman,1217,870,0,3
PinelaGaby,69,72,0,1
DisruptivoTV,24871,14027,1,0
Pascal_Sim,1590,1184,0,2
UNSDSN,20474,922,0,3
horacio_sg,77,358,0,1
jajofd,1837,708,0,1
OlimpiaAguilar8,24,108,0,1
terguti,3701,2503,0,1
JosRomn07514425,44,99,0,1
monicaberrocalh,9,76,0,3
rhonny13,47,71,0,1
CoachingIB,412,189,0,2
juanpt124,40,63,0,4
msolismarti,116,137,0,5
ONUParaguay,7113,922,0,1
OIC_UACAM,962,486,0,1
RedGlobalMX,5119,422,0,1
charotrigo,98,192,0,1
AMN_Noticias,145,53,1,0
a_mendozam,496,1749,0,1
rabelo_uy,1412,2721,2,0
tzinr,381,860,1,2
Dice_Abel,657,139,0,1
universidadib,1457,865,0,1
StreamingPaler1,73,508,0,2
EmbEspBucarest,1991,228,2,0
agorathauma,3518,877,0,2
oriolllop,3870,2151,0,2
BureauVeritasEs,4973,798,0,1
Daniel49013498,5,16,1,0
EugeniaCalleja1,74,22,0,1
mantraxita,345,437,0,1
PerePousSerrat,730,1123,0,2
LetsDoItSV,663,205,1,1
AngeGarnicaSosa,1192,984,0,1
Jluis_porta,2118,2617,0,1
Salomator,528,1940,0,1
VoluntariosUAH,4412,540,0,5
pr3ssh,2123,342,0,1
IglesiaNieves,5,17,0,1
Paulaysa12,47,68,0,4
FUNDADEPS,2040,770,1,0
cronicas_diary,2929,4926,0,1
Zacar81,9,20,0,1
MeridaConde,56,131,0,1
CatedraTEF_UCLM,57,15,0,1
CeibaOficial,1084,294,1,1
JuanHeerr,173,293,0,2
tararitoto,136,342,0,2
Lafede_cat,11533,2511,0,2
diarioleosv,10482,375,0,1
Arielle_Rmt,170,145,0,1
Yerburu,1065,547,2,0
Rose_acc,224,584,0,1
pinllopata,531,375,0,1
miqvid,223,345,0,1
CeciliaDelucca,140,218,0,1
nusagatero,3822,4998,0,4
WomenBcn,393,269,1,2
mikecarbajal,222,180,0,2
csTrenado,317,230,0,1
EmbajadaESPenRD,1747,426,0,2
EventosconAlma,380,920,0,1
GabinoG63942076,72,1375,0,1
7Lotis7,99,217,0,1
fundacionICAI,409,246,0,1
ComEspGeoparks,3223,2446,0,1
ernestoguerramd,893,2417,0,1
joans59,259,592,0,1
Glocalfilia,96,120,0,1
claudiapsive,368,649,0,1
carlosfebaraka,1445,3278,0,1
FUNDAHRSE_,937,652,1,0
MediapostSpain,1979,1297,0,1
Miguel_Domingo,1346,1062,0,1
CCEDSCorrientes,449,775,1,0
xfiloalejo,50,66,0,1
BxniLLoSlayS,164,116,0,1
miquelvadell,274,271,1,0
cesarmelga76,37,99,0,1
albaretor,218,1048,0,1
GermanBedich,224,710,0,1
quiquevergara,626,310,0,1
ComisionOds,61,301,0,20
ElioRujano,186,147,0,1
SANTOSBETAN,162,104,0,1
_ferreiranelson,109,763,0,1
anapalacio,13765,1059,0,1
Lilianmabelb,169,241,0,1
diegoavalenciab,64,155,0,1
HuileMoringa,722,310,0,27
EspejaConsell,1002,573,0,2
emprenemjunts,10536,1038,1,0
LizzDurann,321,725,0,1
UmuODSesiones,263,205,27,3
PNUDBolivia,9380,1193,6,1
OficinaVerdeUZ,1252,1044,15,2
juanenlaredvlc,147,339,0,1
Romulo_78326,169,296,0,1
Jorgealonsov,200,270,0,1
CNV_CPMX,1144,410,0,1
Claudiashein,523857,1314,0,1
alfonso_lc,230,659,0,1
duniararo,176,208,0,1
rubendmarquez,282,365,10,2
gdgc1977,4661,2511,0,1
BreePalacino,249,935,0,1
La_UPM,38645,214,4,3
lucio_fl,2814,2878,2,5
fundaxionchile,139,260,0,2
WORLDLOVERS_,9,6,0,3
mononokita,102,289,0,1
JMPGCV,3221,2822,0,1
Jmar1204,316,676,0,1
Ollissya,1743,299,0,1
GarberiPenal,1162,1325,1,0
agustinpaul80,121,462,0,1
onuvenezuela,29558,553,0,1
UcrosAndres,2926,3057,0,1
FundAlimerka,1759,430,1,0
Saulo_Rosario,969,548,0,1
bravospalante,69,216,0,1
vinculadores,46,230,0,1
JanetLp25032836,35,49,0,1
MYWorldMexico,4467,2910,1,5
gbeartstudio,47,80,0,1
SofyMaruri,510,748,0,1
OAZCONA,271,63,0,1
mic_albarello,825,566,0,2
SilviaRCM,257,451,0,1
BancoCentral_Ec,77924,418,0,1
UNICEFGalicia,1306,1055,2,0
andreasanhuezae,749,353,0,1
mgvazq,404,670,0,1
JuanCDGaitan,182,113,2,3
lyuva26,3532,2923,0,3
ismaelakis,102,92,0,1
NikolaZ_MA,187,135,0,2
IECarballo,2518,922,1,1
RosyGmez20,79,534,0,1
AgroDer,1549,499,0,1
AdriBritoA,464,1822,0,1
FabianVRobinson,261,214,0,9
pivifo,1127,1423,0,1
idcastillo10,143,520,0,1
maartagalvez99,22,77,0,1
albertocarvel,2997,3105,0,1
JovenesExplora,83,304,0,1
NietoJuanjo,2872,2898,0,2
IBMpolicyLA,669,474,0,1
kikosegovia,706,817,0,1
Ana_r92,27,135,0,2
Macufel,29,42,0,1
masterindustUMH,537,587,1,0
Alicce,4089,3550,0,1
colstafrancisca,1155,326,1,0
gemaimorcillo,2900,2180,0,1
PSCEsplugues,1066,292,0,1
UGT_INT,1755,954,0,4
aale_bast,54,278,0,1
StalinMejiaA,231,2348,0,1
LisaMarieCricht,660,1364,0,2
CAARAUTOARAGON,955,135,0,1
OESGuatemala,498,160,4,0
CONED_SV,455,155,1,2
raulcor59033531,1,14,0,1
gabypatri,110,980,0,1
AlemanyCecilia,740,3062,1,0
Yesuaheljudio,2075,3416,0,3
comfiabbvamad,136,129,0,1
manuelralvarez_,132,133,0,1
laura_tamia,424,754,0,1
IA_Mujer,2545,183,1,1
fraima_alvarez,147,481,0,1
FundacionAtabal,1085,1333,1,0
CaroTincopa,34,104,0,1
yovankatxema,2754,40,0,1
AlbertoFus,609,1677,0,1
marcosgonzalezm,13040,7749,5,20
GI_TOC_esp,552,1072,1,0
pacteindustrial,938,713,0,1
PAZLLORIA,2371,1360,0,1
rednaniap,438,2367,0,1
CucunubaPaula,2,46,0,1
PParticip,584,399,0,1
namilolo,1131,2423,1,0
dvddmn1,11,177,0,1
Guti612014,153,229,0,1
NadiaCalvino,19398,434,2,1
Leyus6,17,346,0,1
JaviMestre,435,904,0,1
CamescomOficial,2159,1049,0,1
DePacotilla,12672,6571,0,16
mvrks88,791,1488,0,3
peportilla,476,306,0,1
GissZarate,1509,1507,0,2
domingoparababi,540,1232,0,1
solarintgracion,870,160,0,1
sorrelkydd,1077,2682,0,1
sic4change,353,935,1,0
guillemaule,52,143,0,1
CataQuiB,115,313,0,1
gatoviz,28,203,0,1
Ecoforman,516,519,0,1
jlprado1967,629,2689,0,1
FonresSA,1652,1032,1,0
AnalizaCalidadM,1571,1593,0,1
MarianCampello,2727,1145,0,1
ToledoCsar1,69,130,0,4
ESADEgeo,5852,2517,0,1
jjobur,85,167,0,1
aporlatercera,861,2169,0,1
CamilleUnal,2,4,0,1
karlapalma75,69,411,0,4
mareasmx,64,51,0,1
david15lh,1853,2475,0,1
in_dei,6832,1330,0,1
Fundacion_BAN,1944,4184,0,3
emilianogiri,4084,1426,0,1
clipmetrajes,1363,1004,0,1
olalla_pita,252,481,0,1
fundacionronsel,858,338,0,1
Ameva14,502,543,0,1
GoriouxGroupeES,155,197,1,0
CitelumChile,367,426,1,0
InformativoJ,15270,2145,0,1
Aleeesca,256,417,0,3
PsoeLugo,2333,2404,0,1
valiabarak,355246,3466,0,2
palomapu,409,663,2,4
MariaPlexus,29,69,0,1
RamosBonilla90,53,183,0,1
JSordo,1509,1695,1,0
hectornegro24,75,274,0,1
Miriamjemio,3244,1565,1,0
Sonidlosbosques,640,1410,0,1
Gentilebruno,3696,1105,1,0
nairoby_pineda,120,306,0,1
ConsEspCDMX,4125,204,1,0
elangel154,70,325,0,1
colorESarq,442,1744,0,1
BlasiGil,191,630,0,1
OnusidaLatina,12005,1712,0,2
MyriamNovoaP,701,660,0,4
SergJaviPiGomez,281,130,0,1
AnabelSuso,327,344,0,1
FOMLorca,1119,1305,0,1
MartiFurestR,35,83,0,1
Anitamvv,53,50,0,4
JosepMVilalta,4720,2170,0,1
sotohana,696,1239,0,1
OlimacGamba,332,394,0,2
marta_aparici11,704,1269,0,1
PaolaCastilla1,230,744,0,1
mariagd06,239,334,0,2
CCBLE_Madrid,218,287,0,1
PSOE,654951,13658,1,0
ViveReflexiona,752,895,0,2
Riba_licita,161,97,0,2
AndreaniOk,3673,3807,1,0
Doxarquia,553,1785,0,4
TatiCerquera,1477,140,0,1
daniellinaza,52,403,0,1
stalintorres4,245,523,0,1
marinaarnau,141,172,0,1
FAM63,4715,2963,0,1
FondoChile,1737,52,2,0
DavidMeAnQubo,19,66,0,2
fes_tse,429,307,6,0
RevistaRETEMA,11153,10544,4,0
s47farmacia,15,36,0,1
AlfonsoCortesA,676,651,0,1
DenisseSFinance,64,90,0,3
gracielaconesa,206,780,0,1
sfuetterer,4606,3246,0,1
DescubriendoGal,291,394,0,1
EnxQuim_USC,1496,517,0,1
MontseEscutia,900,1287,0,1
enerpygreentech,195,293,1,0
AMaljuegos,143,1255,0,1
angehernandezr,406,723,0,1
bautistasaludRD,280,902,0,1
JP_SuarezChacon,1017,840,0,1
carlitos_peral,21,217,0,1
JCARLOSFRANCISC,192,698,0,1
Alvarez1169,170,304,0,1
Ruben_GCGC,342,616,0,1
valegallino,39,42,0,1
soymarianegro,2306,2698,0,4
mariolaro4,34,126,0,1
VicentaGmez2,66,112,0,1
carlosg_js,18,91,0,1
CesrNunez,2659,359,1,0
CruzRojaNavarra,7454,646,2,0
EFEnoticias,1479022,64,0,1
Felisa_Palacio,4724,3826,4,0
helenaancos,5716,1750,0,3
AlcorconconPS,1342,1346,0,1
Emakumeok_ODS,81,584,0,1
LehtokatjaEtuc,241,1139,0,1
CVBenidorm,15,502,0,1
wilfredo1975,1255,1739,0,1
GabiM3d,98,147,0,1
EmbajadaRDenGT,951,219,0,2
GraciaCid,285,435,0,1
IECA_Andalucia,4192,491,1,0
evaconesa,438,870,0,3
JohnEmprende,28,193,3,0
rozomontilla,263,1661,0,1
Fernand80548726,34,224,0,1
AtomikHeartMom,370,408,1,0
MElisaBernal54,34,163,0,1
MauricioBFoto,8,17,0,1
Marissa24090136,32,9,0,1
